y	x	clickSelects	showSelected1	group
27.9	1997.32876712329	5-20	5-20	469
28.8	1997.41369863014	5-20	5-20	469
27.9	1997.49589041096	5-20	5-20	469
26.5	1997.58082191781	5-20	5-20	469
24.3	1997.66575342466	5-20	5-20	469
21	1997.74794520548	5-20	5-20	469
16.2	1997.83287671233	5-20	5-20	469
10.1	1997.91506849315	5-20	5-20	469
12.1	1998	5-20	5-20	469
15.2	1998.08493150685	5-20	5-20	469
21	1998.16164383562	5-20	5-20	469
24.7	1998.24657534247	5-20	5-20	469
30.5	1998.32876712329	5-20	5-20	469
34.4	1998.41369863014	5-20	5-20	469
30.5	1998.49589041096	5-20	5-20	469
28.8	1998.58082191781	5-20	5-20	469
27.9	1998.66575342466	5-20	5-20	469
24.3	1998.74794520548	5-20	5-20	469
19.1	1998.83287671233	5-20	5-20	469
14.2	1998.91506849315	5-20	5-20	469
13.7	1999	5-20	5-20	469
18.6	1999.08493150685	5-20	5-20	469
21	1999.16164383562	5-20	5-20	469
27	1999.24657534247	5-20	5-20	469
30.5	1999.32876712329	5-20	5-20	469
27.9	1999.41369863014	5-20	5-20	469
29.7	1999.49589041096	5-20	5-20	469
27.9	1999.58082191781	5-20	5-20	469
27	1999.66575342466	5-20	5-20	469
22.9	1999.74794520548	5-20	5-20	469
16.7	1999.83287671233	5-20	5-20	469
11.1	1999.91506849315	5-20	5-20	469
14.7	2000	5-20	5-20	469
19.6	2000.08469945355	5-20	5-20	469
21.9	2000.16393442623	5-20	5-20	469
27.4	2000.24863387978	5-20	5-20	469
31.8	2000.3306010929	5-20	5-20	469
26.1	2000.41530054645	5-20	5-20	469
28.3	2000.49726775956	5-20	5-20	469
28.8	2000.58196721312	5-20	5-20	469
28.8	2000.66666666667	5-20	5-20	469
22.9	2000.74863387978	5-20	5-20	469
15.2	2000.83333333333	5-20	5-20	469
12.7	2000.91530054645	5-20	5-20	469
11.1	1995	5-21	5-21	470
15.2	1995.08493150685	5-21	5-21	470
21	1995.16164383562	5-21	5-21	470
26.5	1995.24657534247	5-21	5-21	470
31.4	1995.32876712329	5-21	5-21	470
33.1	1995.41369863014	5-21	5-21	470
33.9	1995.49589041096	5-21	5-21	470
31.4	1995.58082191781	5-21	5-21	470
29.2	1995.66575342466	5-21	5-21	470
22.9	1995.74794520548	5-21	5-21	470
16.2	1995.83287671233	5-21	5-21	470
10.6	1995.91506849315	5-21	5-21	470
12.1	1996	5-21	5-21	470
17.1	1996.08469945355	5-21	5-21	470
20.1	1996.16393442623	5-21	5-21	470
25.6	1996.24863387978	5-21	5-21	470
32.7	1996.3306010929	5-21	5-21	470
34.8	1996.41530054645	5-21	5-21	470
32.2	1996.49726775956	5-21	5-21	470
30.5	1996.58196721311	5-21	5-21	470
25.6	1996.66666666667	5-21	5-21	470
21	1996.74863387978	5-21	5-21	470
16.7	1996.83333333333	5-21	5-21	470
10.1	1996.91530054645	5-21	5-21	470
11.1	1997	5-21	5-21	470
12.7	1997.08493150685	5-21	5-21	470
19.6	1997.16164383562	5-21	5-21	470
22.4	1997.24657534247	5-21	5-21	470
29.7	1997.32876712329	5-21	5-21	470
33.9	1997.41369863014	5-21	5-21	470
32.2	1997.49589041096	5-21	5-21	470
31.4	1997.58082191781	5-21	5-21	470
29.2	1997.66575342466	5-21	5-21	470
22.4	1997.74794520548	5-21	5-21	470
16.2	1997.83287671233	5-21	5-21	470
8.5	1997.91506849315	5-21	5-21	470
11.1	1998	5-21	5-21	470
14.2	1998.08493150685	5-21	5-21	470
21.5	1998.16164383562	5-21	5-21	470
25.6	1998.24657534247	5-21	5-21	470
32.2	1998.32876712329	5-21	5-21	470
35.6	1998.41369863014	5-21	5-21	470
34.4	1998.49589041096	5-21	5-21	470
32.2	1998.58082191781	5-21	5-21	470
30.5	1998.66575342466	5-21	5-21	470
24.3	1998.74794520548	5-21	5-21	470
17.6	1998.83287671233	5-21	5-21	470
12.7	1998.91506849315	5-21	5-21	470
13.2	1999	5-21	5-21	470
17.6	1999.08493150685	5-21	5-21	470
20.5	1999.16164383562	5-21	5-21	470
25.6	1999.24657534247	5-21	5-21	470
31.4	1999.32876712329	5-21	5-21	470
33.5	1999.41369863014	5-21	5-21	470
33.1	1999.49589041096	5-21	5-21	470
32.7	1999.58082191781	5-21	5-21	470
29.7	1999.66575342466	5-21	5-21	470
23.4	1999.74794520548	5-21	5-21	470
17.1	1999.83287671233	5-21	5-21	470
10.1	1999.91506849315	5-21	5-21	470
13.7	2000	5-21	5-21	470
18.1	2000.08469945355	5-21	5-21	470
22.4	2000.16393442623	5-21	5-21	470
27.9	2000.24863387978	5-21	5-21	470
33.5	2000.3306010929	5-21	5-21	470
29.7	2000.41530054645	5-21	5-21	470
33.5	2000.49726775956	5-21	5-21	470
33.1	2000.58196721312	5-21	5-21	470
33.9	2000.66666666667	5-21	5-21	470
24.3	2000.74863387978	5-21	5-21	470
13.7	2000.83333333333	5-21	5-21	470
10.1	2000.91530054645	5-21	5-21	470
7.39999999999998	1995	5-22	5-22	471
12.7	1995.08493150685	5-22	5-22	471
18.6	1995.16164383562	5-22	5-22	471
23.8	1995.24657534247	5-22	5-22	471
29.7	1995.32876712329	5-22	5-22	471
32.2	1995.41369863014	5-22	5-22	471
34.8	1995.49589041096	5-22	5-22	471
33.9	1995.58082191781	5-22	5-22	471
29.2	1995.66575342466	5-22	5-22	471
21	1995.74794520548	5-22	5-22	471
13.7	1995.83287671233	5-22	5-22	471
8	1995.91506849315	5-22	5-22	471
9.59999999999997	1996	5-22	5-22	471
14.7	1996.08469945355	5-22	5-22	471
17.1	1996.16393442623	5-22	5-22	471
22.9	1996.24863387978	5-22	5-22	471
32.2	1996.3306010929	5-22	5-22	471
36.9	1996.41530054645	5-22	5-22	471
33.9	1996.49726775956	5-22	5-22	471
30.9	1996.58196721311	5-22	5-22	471
25.2	1996.66666666667	5-22	5-22	471
21	1996.74863387978	5-22	5-22	471
15.2	1996.83333333333	5-22	5-22	471
8.5	1996.91530054645	5-22	5-22	471
9.09999999999997	1997	5-22	5-22	471
9.59999999999997	1997.08493150685	5-22	5-22	471
17.6	1997.16164383562	5-22	5-22	471
20.5	1997.24657534247	5-22	5-22	471
27.9	1997.32876712329	5-22	5-22	471
33.1	1997.41369863014	5-22	5-22	471
33.9	1997.49589041096	5-22	5-22	471
32.2	1997.58082191781	5-22	5-22	471
30.5	1997.66575342466	5-22	5-22	471
21	1997.74794520548	5-22	5-22	471
13.2	1997.83287671233	5-22	5-22	471
5.29999999999996	1997.91506849315	5-22	5-22	471
8.5	1998	5-22	5-22	471
12.1	1998.08493150685	5-22	5-22	471
18.6	1998.16164383562	5-22	5-22	471
23.8	1998.24657534247	5-22	5-22	471
30.9	1998.32876712329	5-22	5-22	471
38.1	1998.41369863014	5-22	5-22	471
34.8	1998.49589041096	5-22	5-22	471
33.5	1998.58082191781	5-22	5-22	471
30.1	1998.66575342466	5-22	5-22	471
22.9	1998.74794520548	5-22	5-22	471
14.7	1998.83287671233	5-22	5-22	471
10.1	1998.91506849315	5-22	5-22	471
10.6	1999	5-22	5-22	471
15.2	1999.08493150685	5-22	5-22	471
18.1	1999.16164383562	5-22	5-22	471
23.8	1999.24657534247	5-22	5-22	471
29.7	1999.32876712329	5-22	5-22	471
35.6	1999.41369863014	5-22	5-22	471
35.6	1999.49589041096	5-22	5-22	471
33.1	1999.58082191781	5-22	5-22	471
27.9	1999.66575342466	5-22	5-22	471
21.5	1999.74794520548	5-22	5-22	471
15.7	1999.83287671233	5-22	5-22	471
8	1999.91506849315	5-22	5-22	471
11.1	2000	5-22	5-22	471
15.7	2000.08469945355	5-22	5-22	471
19.6	2000.16393442623	5-22	5-22	471
26.1	2000.24863387978	5-22	5-22	471
33.1	2000.3306010929	5-22	5-22	471
32.7	2000.41530054645	5-22	5-22	471
33.5	2000.49726775956	5-22	5-22	471
33.9	2000.58196721312	5-22	5-22	471
31.4	2000.66666666667	5-22	5-22	471
22.9	2000.74863387978	5-22	5-22	471
10.6	2000.83333333333	5-22	5-22	471
6.89999999999998	2000.91530054645	5-22	5-22	471
4.19999999999999	1995	5-23	5-23	472
10.1	1995.08493150685	5-23	5-23	472
15.2	1995.16164383562	5-23	5-23	472
19.6	1995.24657534247	5-23	5-23	472
23.8	1995.32876712329	5-23	5-23	472
28.3	1995.41369863014	5-23	5-23	472
33.9	1995.49589041096	5-23	5-23	472
30.1	1995.58082191781	5-23	5-23	472
25.2	1995.66575342466	5-23	5-23	472
17.6	1995.74794520548	5-23	5-23	472
10.6	1995.83287671233	5-23	5-23	472
3.59999999999997	1995.91506849315	5-23	5-23	472
5.29999999999996	1996	5-23	5-23	472
10.1	1996.08469945355	5-23	5-23	472
12.7	1996.16393442623	5-23	5-23	472
19.1	1996.24863387978	5-23	5-23	472
29.7	1996.3306010929	5-23	5-23	472
33.5	1996.41530054645	5-23	5-23	472
29.2	1996.49726775956	5-23	5-23	472
27.9	1996.58196721311	5-23	5-23	472
21.5	1996.66666666667	5-23	5-23	472
17.1	1996.74863387978	5-23	5-23	472
10.6	1996.83333333333	5-23	5-23	472
4.69999999999999	1996.91530054645	5-23	5-23	472
4.69999999999999	1997	5-23	5-23	472
4.19999999999999	1997.08493150685	5-23	5-23	472
14.2	1997.16164383562	5-23	5-23	472
16.2	1997.24657534247	5-23	5-23	472
21	1997.32876712329	5-23	5-23	472
29.7	1997.41369863014	5-23	5-23	472
31.8	1997.49589041096	5-23	5-23	472
27.9	1997.58082191781	5-23	5-23	472
26.5	1997.66575342466	5-23	5-23	472
15.7	1997.74794520548	5-23	5-23	472
8	1997.83287671233	5-23	5-23	472
-0.400000000000034	1997.91506849315	5-23	5-23	472
3.59999999999997	1998	5-23	5-23	472
6.89999999999998	1998.08493150685	5-23	5-23	472
14.2	1998.16164383562	5-23	5-23	472
18.6	1998.24657534247	5-23	5-23	472
26.5	1998.32876712329	5-23	5-23	472
35.6	1998.41369863014	5-23	5-23	472
35.2	1998.49589041096	5-23	5-23	472
32.7	1998.58082191781	5-23	5-23	472
29.7	1998.66575342466	5-23	5-23	472
20.1	1998.74794520548	5-23	5-23	472
12.1	1998.83287671233	5-23	5-23	472
5.79999999999996	1998.91506849315	5-23	5-23	472
6.39999999999998	1999	5-23	5-23	472
10.1	1999.08493150685	5-23	5-23	472
13.7	1999.16164383562	5-23	5-23	472
20.1	1999.24657534247	5-23	5-23	472
26.1	1999.32876712329	5-23	5-23	472
34.8	1999.41369863014	5-23	5-23	472
32.7	1999.49589041096	5-23	5-23	472
32.7	1999.58082191781	5-23	5-23	472
27.4	1999.66575342466	5-23	5-23	472
19.1	1999.74794520548	5-23	5-23	472
13.2	1999.83287671233	5-23	5-23	472
3.59999999999997	1999.91506849315	5-23	5-23	472
6.89999999999998	2000	5-23	5-23	472
11.6	2000.08469945355	5-23	5-23	472
15.7	2000.16393442623	5-23	5-23	472
22.9	2000.24863387978	5-23	5-23	472
32.7	2000.3306010929	5-23	5-23	472
33.1	2000.41530054645	5-23	5-23	472
33.5	2000.49726775956	5-23	5-23	472
33.5	2000.58196721312	5-23	5-23	472
31.4	2000.66666666667	5-23	5-23	472
22.4	2000.74863387978	5-23	5-23	472
6.39999999999998	2000.83333333333	5-23	5-23	472
3	2000.91530054645	5-23	5-23	472
0.0999999999999659	1995	5-24	5-24	473
6.39999999999998	1995.08493150685	5-24	5-24	473
12.1	1995.16164383562	5-24	5-24	473
14.2	1995.24657534247	5-24	5-24	473
16.7	1995.32876712329	5-24	5-24	473
22.9	1995.41369863014	5-24	5-24	473
28.3	1995.49589041096	5-24	5-24	473
25.6	1995.58082191781	5-24	5-24	473
21.5	1995.66575342466	5-24	5-24	473
14.2	1995.74794520548	5-24	5-24	473
7.39999999999998	1995.83287671233	5-24	5-24	473
-1	1995.91506849315	5-24	5-24	473
1.29999999999995	1996	5-24	5-24	473
6.89999999999998	1996.08469945355	5-24	5-24	473
9.09999999999997	1996.16393442623	5-24	5-24	473
16.2	1996.24863387978	5-24	5-24	473
25.2	1996.3306010929	5-24	5-24	473
28.3	1996.41530054645	5-24	5-24	473
25.6	1996.49726775956	5-24	5-24	473
24.7	1996.58196721311	5-24	5-24	473
17.6	1996.66666666667	5-24	5-24	473
12.7	1996.74863387978	5-24	5-24	473
6.39999999999998	1996.83333333333	5-24	5-24	473
-0.400000000000034	1996.91530054645	5-24	5-24	473
-1	1997	5-24	5-24	473
-0.400000000000034	1997.08493150685	5-24	5-24	473
10.6	1997.16164383562	5-24	5-24	473
11.6	1997.24657534247	5-24	5-24	473
17.6	1997.32876712329	5-24	5-24	473
23.4	1997.41369863014	5-24	5-24	473
28.3	1997.49589041096	5-24	5-24	473
24.7	1997.58082191781	5-24	5-24	473
22.4	1997.66575342466	5-24	5-24	473
13.2	1997.74794520548	5-24	5-24	473
3	1997.83287671233	5-24	5-24	473
-4.70000000000005	1997.91506849315	5-24	5-24	473
-1	1998	5-24	5-24	473
3.59999999999997	1998.08493150685	5-24	5-24	473
9.59999999999997	1998.16164383562	5-24	5-24	473
14.2	1998.24657534247	5-24	5-24	473
21.9	1998.32876712329	5-24	5-24	473
27	1998.41369863014	5-24	5-24	473
25.2	1998.49589041096	5-24	5-24	473
23.4	1998.58082191781	5-24	5-24	473
22.9	1998.66575342466	5-24	5-24	473
13.2	1998.74794520548	5-24	5-24	473
6.89999999999998	1998.83287671233	5-24	5-24	473
9.09999999999997	1998.91506849315	5-24	5-24	473
1.89999999999998	1999	5-24	5-24	473
5.79999999999996	1999.08493150685	5-24	5-24	473
9.59999999999997	1999.16164383562	5-24	5-24	473
13.2	1999.24657534247	5-24	5-24	473
18.1	1999.32876712329	5-24	5-24	473
23.4	1999.41369863014	5-24	5-24	473
24.3	1999.49589041096	5-24	5-24	473
22.9	1999.58082191781	5-24	5-24	473
20.1	1999.66575342466	5-24	5-24	473
15.2	1999.74794520548	5-24	5-24	473
9.59999999999997	1999.83287671233	5-24	5-24	473
6.39999999999998	1999.91506849315	5-24	5-24	473
0.699999999999989	2000	5-24	5-24	473
5.79999999999996	2000.08469945355	5-24	5-24	473
10.1	2000.16393442623	5-24	5-24	473
16.7	2000.24863387978	5-24	5-24	473
24.7	2000.3306010929	5-24	5-24	473
24.7	2000.41530054645	5-24	5-24	473
25.2	2000.49726775956	5-24	5-24	473
25.6	2000.58196721312	5-24	5-24	473
24.3	2000.66666666667	5-24	5-24	473
16.2	2000.74863387978	5-24	5-24	473
1.29999999999995	2000.83333333333	5-24	5-24	473
5.29999999999996	2000.91530054645	5-24	5-24	473
23.8	1995	5-3	5-3	474
23.8	1995.08493150685	5-3	5-3	474
24.7	1995.16164383562	5-3	5-3	474
24.3	1995.24657534247	5-3	5-3	474
23.8	1995.32876712329	5-3	5-3	474
22.4	1995.41369863014	5-3	5-3	474
20.5	1995.49589041096	5-3	5-3	474
20.1	1995.58082191781	5-3	5-3	474
19.6	1995.66575342466	5-3	5-3	474
20.5	1995.74794520548	5-3	5-3	474
21	1995.83287671233	5-3	5-3	474
21	1995.91506849315	5-3	5-3	474
22.9	1996	5-3	5-3	474
21.9	1996.08469945355	5-3	5-3	474
23.8	1996.16393442623	5-3	5-3	474
22.4	1996.24863387978	5-3	5-3	474
21.9	1996.3306010929	5-3	5-3	474
21.9	1996.41530054645	5-3	5-3	474
21	1996.49726775956	5-3	5-3	474
21	1996.58196721311	5-3	5-3	474
20.5	1996.66666666667	5-3	5-3	474
19.6	1996.74863387978	5-3	5-3	474
19.6	1996.83333333333	5-3	5-3	474
20.5	1996.91530054645	5-3	5-3	474
21.5	1997	5-3	5-3	474
23.4	1997.08493150685	5-3	5-3	474
23.4	1997.16164383562	5-3	5-3	474
23.4	1997.24657534247	5-3	5-3	474
24.3	1997.32876712329	5-3	5-3	474
23.8	1997.41369863014	5-3	5-3	474
22.4	1997.49589041096	5-3	5-3	474
21	1997.58082191781	5-3	5-3	474
20.5	1997.66575342466	5-3	5-3	474
20.5	1997.74794520548	5-3	5-3	474
21.9	1997.83287671233	5-3	5-3	474
21.5	1997.91506849315	5-3	5-3	474
22.4	1998	5-3	5-3	474
23.8	1998.08493150685	5-3	5-3	474
24.7	1998.16164383562	5-3	5-3	474
23.4	1998.24657534247	5-3	5-3	474
23.4	1998.32876712329	5-3	5-3	474
21.9	1998.41369863014	5-3	5-3	474
21.5	1998.49589041096	5-3	5-3	474
21	1998.58082191781	5-3	5-3	474
20.1	1998.66575342466	5-3	5-3	474
20.1	1998.74794520548	5-3	5-3	474
20.5	1998.83287671233	5-3	5-3	474
21.5	1998.91506849315	5-3	5-3	474
21	1999	5-3	5-3	474
21.9	1999.08493150685	5-3	5-3	474
21.5	1999.16164383562	5-3	5-3	474
21.5	1999.24657534247	5-3	5-3	474
21.5	1999.32876712329	5-3	5-3	474
21	1999.41369863014	5-3	5-3	474
20.1	1999.49589041096	5-3	5-3	474
20.1	1999.58082191781	5-3	5-3	474
20.1	1999.66575342466	5-3	5-3	474
19.6	1999.74794520548	5-3	5-3	474
19.6	1999.83287671233	5-3	5-3	474
21	1999.91506849315	5-3	5-3	474
22.9	2000	5-3	5-3	474
22.4	2000.08469945355	5-3	5-3	474
22.4	2000.16393442623	5-3	5-3	474
22.9	2000.24863387978	5-3	5-3	474
22.4	2000.3306010929	5-3	5-3	474
21	2000.41530054645	5-3	5-3	474
20.5	2000.49726775956	5-3	5-3	474
20.1	2000.58196721312	5-3	5-3	474
20.1	2000.66666666667	5-3	5-3	474
21	2000.74863387978	5-3	5-3	474
21.9	2000.83333333333	5-3	5-3	474
21.9	2000.91530054645	5-3	5-3	474
24.3	1995	5-4	5-4	475
24.3	1995.08493150685	5-4	5-4	475
24.7	1995.16164383562	5-4	5-4	475
25.2	1995.24657534247	5-4	5-4	475
25.2	1995.32876712329	5-4	5-4	475
22.9	1995.41369863014	5-4	5-4	475
21.5	1995.49589041096	5-4	5-4	475
20.1	1995.58082191781	5-4	5-4	475
19.6	1995.66575342466	5-4	5-4	475
21.5	1995.74794520548	5-4	5-4	475
21.5	1995.83287671233	5-4	5-4	475
21.9	1995.91506849315	5-4	5-4	475
23.4	1996	5-4	5-4	475
22.9	1996.08469945355	5-4	5-4	475
23.8	1996.16393442623	5-4	5-4	475
23.8	1996.24863387978	5-4	5-4	475
23.4	1996.3306010929	5-4	5-4	475
23.8	1996.41530054645	5-4	5-4	475
21.5	1996.49726775956	5-4	5-4	475
21.9	1996.58196721311	5-4	5-4	475
21.5	1996.66666666667	5-4	5-4	475
21	1996.74863387978	5-4	5-4	475
20.1	1996.83333333333	5-4	5-4	475
21.5	1996.91530054645	5-4	5-4	475
21.9	1997	5-4	5-4	475
23.8	1997.08493150685	5-4	5-4	475
23.8	1997.16164383562	5-4	5-4	475
23.8	1997.24657534247	5-4	5-4	475
24.7	1997.32876712329	5-4	5-4	475
24.3	1997.41369863014	5-4	5-4	475
22.9	1997.49589041096	5-4	5-4	475
21.5	1997.58082191781	5-4	5-4	475
21.9	1997.66575342466	5-4	5-4	475
21	1997.74794520548	5-4	5-4	475
22.9	1997.83287671233	5-4	5-4	475
21.9	1997.91506849315	5-4	5-4	475
22.4	1998	5-4	5-4	475
24.3	1998.08493150685	5-4	5-4	475
25.6	1998.16164383562	5-4	5-4	475
25.2	1998.24657534247	5-4	5-4	475
24.7	1998.32876712329	5-4	5-4	475
23.4	1998.41369863014	5-4	5-4	475
22.4	1998.49589041096	5-4	5-4	475
21.9	1998.58082191781	5-4	5-4	475
21.5	1998.66575342466	5-4	5-4	475
21	1998.74794520548	5-4	5-4	475
21.5	1998.83287671233	5-4	5-4	475
21.9	1998.91506849315	5-4	5-4	475
22.4	1999	5-4	5-4	475
22.9	1999.08493150685	5-4	5-4	475
22.4	1999.16164383562	5-4	5-4	475
22.9	1999.24657534247	5-4	5-4	475
22.4	1999.32876712329	5-4	5-4	475
22.4	1999.41369863014	5-4	5-4	475
21	1999.49589041096	5-4	5-4	475
21	1999.58082191781	5-4	5-4	475
21	1999.66575342466	5-4	5-4	475
20.1	1999.74794520548	5-4	5-4	475
20.5	1999.83287671233	5-4	5-4	475
21.5	1999.91506849315	5-4	5-4	475
23.4	2000	5-4	5-4	475
23.4	2000.08469945355	5-4	5-4	475
22.9	2000.16393442623	5-4	5-4	475
23.4	2000.24863387978	5-4	5-4	475
23.4	2000.3306010929	5-4	5-4	475
21.9	2000.41530054645	5-4	5-4	475
21.5	2000.49726775956	5-4	5-4	475
21.5	2000.58196721312	5-4	5-4	475
20.5	2000.66666666667	5-4	5-4	475
21.9	2000.74863387978	5-4	5-4	475
22.4	2000.83333333333	5-4	5-4	475
21.9	2000.91530054645	5-4	5-4	475
24.3	1995	5-5	5-5	476
24.7	1995.08493150685	5-5	5-5	476
25.6	1995.16164383562	5-5	5-5	476
25.6	1995.24657534247	5-5	5-5	476
25.6	1995.32876712329	5-5	5-5	476
22.9	1995.41369863014	5-5	5-5	476
22.4	1995.49589041096	5-5	5-5	476
20.1	1995.58082191781	5-5	5-5	476
20.1	1995.66575342466	5-5	5-5	476
21.5	1995.74794520548	5-5	5-5	476
21.9	1995.83287671233	5-5	5-5	476
22.4	1995.91506849315	5-5	5-5	476
23.4	1996	5-5	5-5	476
23.4	1996.08469945355	5-5	5-5	476
25.2	1996.16393442623	5-5	5-5	476
24.3	1996.24863387978	5-5	5-5	476
23.8	1996.3306010929	5-5	5-5	476
23.8	1996.41530054645	5-5	5-5	476
22.9	1996.49726775956	5-5	5-5	476
21.9	1996.58196721311	5-5	5-5	476
21.5	1996.66666666667	5-5	5-5	476
21	1996.74863387978	5-5	5-5	476
21	1996.83333333333	5-5	5-5	476
21.9	1996.91530054645	5-5	5-5	476
22.4	1997	5-5	5-5	476
23.8	1997.08493150685	5-5	5-5	476
23.4	1997.16164383562	5-5	5-5	476
25.2	1997.24657534247	5-5	5-5	476
25.6	1997.32876712329	5-5	5-5	476
24.7	1997.41369863014	5-5	5-5	476
23.4	1997.49589041096	5-5	5-5	476
22.9	1997.58082191781	5-5	5-5	476
22.9	1997.66575342466	5-5	5-5	476
22.4	1997.74794520548	5-5	5-5	476
23.4	1997.83287671233	5-5	5-5	476
23.4	1997.91506849315	5-5	5-5	476
24.3	1998	5-5	5-5	476
24.7	1998.08493150685	5-5	5-5	476
27.9	1998.16164383562	5-5	5-5	476
27	1998.24657534247	5-5	5-5	476
26.1	1998.32876712329	5-5	5-5	476
24.3	1998.41369863014	5-5	5-5	476
23.8	1998.49589041096	5-5	5-5	476
22.9	1998.58082191781	5-5	5-5	476
22.4	1998.66575342466	5-5	5-5	476
21.5	1998.74794520548	5-5	5-5	476
21.9	1998.83287671233	5-5	5-5	476
22.9	1998.91506849315	5-5	5-5	476
22.9	1999	5-5	5-5	476
23.4	1999.08493150685	5-5	5-5	476
23.8	1999.16164383562	5-5	5-5	476
23.8	1999.24657534247	5-5	5-5	476
23.4	1999.32876712329	5-5	5-5	476
23.4	1999.41369863014	5-5	5-5	476
21.9	1999.49589041096	5-5	5-5	476
21	1999.58082191781	5-5	5-5	476
21	1999.66575342466	5-5	5-5	476
20.5	1999.74794520548	5-5	5-5	476
21.5	1999.83287671233	5-5	5-5	476
21.9	1999.91506849315	5-5	5-5	476
23.4	2000	5-5	5-5	476
23.4	2000.08469945355	5-5	5-5	476
23.8	2000.16393442623	5-5	5-5	476
24.3	2000.24863387978	5-5	5-5	476
23.4	2000.3306010929	5-5	5-5	476
22.9	2000.41530054645	5-5	5-5	476
21.5	2000.49726775956	5-5	5-5	476
21.5	2000.58196721312	5-5	5-5	476
21	2000.66666666667	5-5	5-5	476
21.5	2000.74863387978	5-5	5-5	476
22.4	2000.83333333333	5-5	5-5	476
21.5	2000.91530054645	5-5	5-5	476
24.7	1995	5-6	5-6	477
25.6	1995.08493150685	5-6	5-6	477
26.1	1995.16164383562	5-6	5-6	477
26.5	1995.24657534247	5-6	5-6	477
26.5	1995.32876712329	5-6	5-6	477
23.4	1995.41369863014	5-6	5-6	477
22.4	1995.49589041096	5-6	5-6	477
20.1	1995.58082191781	5-6	5-6	477
20.1	1995.66575342466	5-6	5-6	477
21.5	1995.74794520548	5-6	5-6	477
22.4	1995.83287671233	5-6	5-6	477
21.9	1995.91506849315	5-6	5-6	477
23.4	1996	5-6	5-6	477
24.3	1996.08469945355	5-6	5-6	477
25.6	1996.16393442623	5-6	5-6	477
25.2	1996.24863387978	5-6	5-6	477
25.2	1996.3306010929	5-6	5-6	477
24.3	1996.41530054645	5-6	5-6	477
23.4	1996.49726775956	5-6	5-6	477
21.9	1996.58196721311	5-6	5-6	477
21.5	1996.66666666667	5-6	5-6	477
21.5	1996.74863387978	5-6	5-6	477
21	1996.83333333333	5-6	5-6	477
21.9	1996.91530054645	5-6	5-6	477
22.4	1997	5-6	5-6	477
24.3	1997.08493150685	5-6	5-6	477
24.3	1997.16164383562	5-6	5-6	477
26.1	1997.24657534247	5-6	5-6	477
26.5	1997.32876712329	5-6	5-6	477
26.1	1997.41369863014	5-6	5-6	477
23.8	1997.49589041096	5-6	5-6	477
23.4	1997.58082191781	5-6	5-6	477
23.4	1997.66575342466	5-6	5-6	477
23.4	1997.74794520548	5-6	5-6	477
24.3	1997.83287671233	5-6	5-6	477
24.3	1997.91506849315	5-6	5-6	477
25.2	1998	5-6	5-6	477
26.1	1998.08493150685	5-6	5-6	477
28.3	1998.16164383562	5-6	5-6	477
28.3	1998.24657534247	5-6	5-6	477
27	1998.32876712329	5-6	5-6	477
24.7	1998.41369863014	5-6	5-6	477
24.3	1998.49589041096	5-6	5-6	477
23.8	1998.58082191781	5-6	5-6	477
21.9	1998.66575342466	5-6	5-6	477
21.9	1998.74794520548	5-6	5-6	477
22.4	1998.83287671233	5-6	5-6	477
22.9	1998.91506849315	5-6	5-6	477
23.4	1999	5-6	5-6	477
23.8	1999.08493150685	5-6	5-6	477
25.2	1999.16164383562	5-6	5-6	477
24.3	1999.24657534247	5-6	5-6	477
24.3	1999.32876712329	5-6	5-6	477
23.4	1999.41369863014	5-6	5-6	477
21.9	1999.49589041096	5-6	5-6	477
21	1999.58082191781	5-6	5-6	477
21.5	1999.66575342466	5-6	5-6	477
20.5	1999.74794520548	5-6	5-6	477
21.9	1999.83287671233	5-6	5-6	477
22.4	1999.91506849315	5-6	5-6	477
23.8	2000	5-6	5-6	477
23.8	2000.08469945355	5-6	5-6	477
24.7	2000.16393442623	5-6	5-6	477
24.3	2000.24863387978	5-6	5-6	477
23.8	2000.3306010929	5-6	5-6	477
23.4	2000.41530054645	5-6	5-6	477
21.9	2000.49726775956	5-6	5-6	477
20.5	2000.58196721312	5-6	5-6	477
21.5	2000.66666666667	5-6	5-6	477
21	2000.74863387978	5-6	5-6	477
22.9	2000.83333333333	5-6	5-6	477
21.9	2000.91530054645	5-6	5-6	477
25.6	1995	5-7	5-7	478
25.2	1995.08493150685	5-7	5-7	478
26.5	1995.16164383562	5-7	5-7	478
26.5	1995.24657534247	5-7	5-7	478
26.5	1995.32876712329	5-7	5-7	478
24.3	1995.41369863014	5-7	5-7	478
21.9	1995.49589041096	5-7	5-7	478
20.5	1995.58082191781	5-7	5-7	478
20.5	1995.66575342466	5-7	5-7	478
21.9	1995.74794520548	5-7	5-7	478
21.9	1995.83287671233	5-7	5-7	478
21.9	1995.91506849315	5-7	5-7	478
23.4	1996	5-7	5-7	478
24.7	1996.08469945355	5-7	5-7	478
26.5	1996.16393442623	5-7	5-7	478
26.1	1996.24863387978	5-7	5-7	478
24.7	1996.3306010929	5-7	5-7	478
24.7	1996.41530054645	5-7	5-7	478
23.4	1996.49726775956	5-7	5-7	478
22.4	1996.58196721311	5-7	5-7	478
21.5	1996.66666666667	5-7	5-7	478
21.5	1996.74863387978	5-7	5-7	478
21.5	1996.83333333333	5-7	5-7	478
